行业,股票,时间,产权比率,保守速动比率,偿债能力指标,净利润(元),净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),成长能力指标,扣非净利润(元),扣非净利润同比增长率,每股净资产(元),每股指标,每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,盈利能力指标,营业周期(天),营业总收入(元),营业总收入同比增长率,资产负债率,运营能力指标,速动比率,销售净利率,销售毛利率
医药行业,东北制药,2019-09-30,2.31,0.52,   ,1.75亿,11.89%,4.66%,4.70%,0.1307,93.42,2.89,85.87,   ,1.61亿,18.66%,4.12,   ,0.39,-0.19,2.80,0.75,   ,179.29,60.48亿,7.67%,69.14%,   ,0.59,3.00%,43.90%
医药行业,东北制药,2019-12-31,2.26,0.55,   ,1.74亿,-10.87%,4.64%,4.57%,0.1300,99.16,3.63,80.30,   ,1.21亿,185.80%,4.21,   ,0.45,0.39,2.85,0.74,   ,179.46,82.20亿,10.09%,68.76%,   ,0.56,2.07%,43.58%
医药行业,东北制药,2020-03-31,2.56,0.63,   ,-1967.03万,-134.20%,-0.52%,-0.50%,-0.0200,97.46,0.92,89.23,   ,3212.17万,-39.77%,4.32,   ,0.42,-0.29,2.86,0.78,   ,186.69,19.39亿,-9.12%,71.37%,   ,0.64,-0.86%,41.95%
医药行业,东北制药,2020-06-30,2.42,0.62,   ,5821.28万,-51.06%,1.52%,1.45%,0.0430,109.74,1.64,91.32,   ,9456.19万,-10.88%,2.96,   ,0.34,0.12,1.60,0.79,   ,201.07,37.23亿,-9.41%,70.12%,   ,0.62,1.75%,41.91%
医药行业,东北制药,2020-09-30,2.25,0.60,   ,81.19万,-99.54%,0.02%,0.02%,0.0006,105.10,2.57,91.07,   ,325.20万,-97.98%,2.94,   ,0.30,0.34,1.62,0.78,   ,196.17,54.87亿,-9.28%,68.43%,   ,0.60,0.08%,40.64%
医药行业,东北制药,2020-12-31,2.02,0.57,   ,1225.68万,-92.95%,0.30%,0.31%,0.0100,101.65,3.54,86.15,   ,1594.02万,-86.77%,2.95,   ,0.31,0.42,1.62,0.76,   ,187.80,73.84亿,-10.17%,66.12%,   ,0.57,0.15%,39.16%
医药行业,东北制药,2021-03-31,2.20,0.66,   ,3868.20万,296.65%,0.97%,0.94%,0.0290,95.37,0.94,82.68,   ,3880.19万,20.80%,3.06,   ,0.34,-0.0100,1.62,0.84,   ,178.04,20.20亿,4.17%,68.02%,   ,0.66,1.93%,40.82%
医药行业,东北制药,2021-06-30,2.24,0.68,   ,6038.41万,3.73%,1.51%,1.46%,0.0450,92.28,1.95,83.53,   ,4665.06万,-50.67%,3.07,   ,0.35,0.13,1.62,0.85,   ,175.81,40.10亿,7.69%,68.39%,   ,0.68,1.57%,39.97%
医药行业,东北制药,2021-09-30,2.35,0.72,   ,2549.76万,3040.49%,0.64%,0.62%,0.0189,81.59,3.31,82.63,   ,923.92万,184.10%,3.05,   ,0.32,0.33,1.62,0.86,   ,164.23,61.05亿,11.27%,69.37%,   ,0.72,0.47%,39.15%
医药行业,东北制药,2021-12-31,2.15,0.65,   ,9902.71万,707.93%,2.46%,2.39%,0.0700,91.31,3.94,78.69,   ,5069.70万,218.05%,3.07,   ,0.37,0.55,1.59,0.83,   ,170.00,81.45亿,10.30%,67.45%,   ,0.65,1.17%,39.49%
医药行业,东北制药,2022-03-31,2.29,0.70,   ,6833.26万,76.65%,1.64%,1.62%,0.0510,79.04,1.14,79.72,   ,5298.60万,36.55%,3.13,   ,0.42,0.19,1.59,0.86,   ,158.76,23.53亿,16.49%,68.86%,   ,0.70,3.08%,38.84%
医药行业,东北制药,2022-06-30,2.46,0.73,   ,1.13亿,86.46%,2.68%,2.66%,0.0835,85.60,2.10,84.03,   ,7607.19万,63.07%,3.15,   ,0.44,0.33,1.59,0.89,   ,169.63,44.20亿,10.23%,70.33%,   ,0.73,2.69%,38.64%
医药行业,东北制药,2022-09-30,2.51,0.74,   ,1.28亿,402.55%,3.05%,2.98%,0.0939,85.40,3.16,82.30,   ,1.08亿,1070.20%,3.02,   ,0.43,0.47,1.63,0.88,   ,167.70,65.69亿,7.60%,70.77%,   ,0.74,2.08%,38.65%
医药行业,东北制药,2022-12-31,2.00,0.78,   ,3.50亿,253.58%,7.98%,7.68%,0.2500,82.60,4.36,78.07,   ,1.13亿,122.89%,3.18,   ,0.56,0.77,1.66,0.94,   ,160.67,88.09亿,8.15%,65.87%,   ,0.78,4.05%,38.96%
医药行业,东北制药,2023-03-31,2.00,0.80,   ,7005.01万,2.51%,1.51%,1.50%,0.0490,88.37,1.02,79.88,   ,4451.02万,-16.00%,3.26,   ,0.61,0.08,1.68,0.97,   ,168.24,23.54亿,0.02%,65.96%,   ,0.80,3.11%,43.95%
医药行业,东北制药,2023-06-30,1.99,0.79,   ,1.35亿,19.80%,2.93%,2.91%,0.0940,90.25,1.99,84.43,   ,8195.88万,7.74%,3.23,   ,0.56,0.19,1.71,0.96,   ,174.68,45.06亿,1.95%,65.73%,   ,0.79,3.21%,42.96%
医药行业,东北制药,2023-09-30,1.97,0.91,   ,2.20亿,71.52%,4.77%,4.55%,0.1532,88.09,3.07,86.56,   ,1.69亿,56.53%,3.37,   ,0.61,0.23,1.73,1.07,   ,174.65,64.04亿,-2.52%,65.60%,   ,0.91,3.66%,40.94%
医药行业,东阿阿胶,2014-12-31,0.24,2.03,   ,13.66亿,13.52%,24.81%,23.06%,2.0879,262.60,1.37,13.31,   ,12.64亿,9.55%,9.06,   ,6.26,1.00,1.09,4.00,   ,275.91,40.09亿,-0.18%,19.20%,   ,2.03,34.23%,65.54%
医药行业,东阿阿胶,2015-03-31,0.23,1.33,   ,5.26亿,23.16%,8.51%,8.16%,0.8044,318.92,0.28,14.69,   ,5.06亿,25.34%,9.86,   ,7.06,-0.39,1.09,4.30,   ,333.61,14.32亿,51.29%,18.12%,   ,1.33,36.90%,70.07%
医药行业,东阿阿胶,2015-06-30,0.18,1.85,   ,7.72亿,24.26%,12.24%,11.53%,1.1806,308.69,0.58,17.90,   ,7.23亿,28.28%,10.24,   ,7.44,-0.10,1.09,5.26,   ,326.59,25.47亿,47.53%,14.93%,   ,1.85,30.40%,65.19%
医药行业,东阿阿胶,2015-09-30,0.24,1.41,   ,11.30亿,22.39%,18.17%,17.34%,1.7275,312.14,0.87,19.02,   ,10.60亿,25.76%,9.96,   ,7.18,0.25,1.07,4.04,   ,331.15,37.85亿,45.34%,19.26%,   ,1.41,29.97%,64.16%
医药行业,东阿阿胶,2015-12-31,0.22,1.47,   ,16.25亿,19.00%,24.78%,23.17%,2.4847,297.69,1.21,14.01,   ,14.97亿,18.40%,10.72,   ,7.94,1.49,1.07,4.42,   ,311.70,54.50亿,35.94%,17.73%,   ,1.47,30.05%,64.61%
医药行业,东阿阿胶,2016-03-31,0.18,2.18,   ,5.44亿,3.48%,7.47%,7.20%,0.8324,411.71,0.22,22.84,   ,5.23亿,3.36%,11.56,   ,8.77,-1.03,1.07,5.20,   ,434.55,14.83亿,3.56%,15.25%,   ,2.18,36.93%,72.56%
医药行业,东阿阿胶,2016-06-30,0.21,1.78,   ,8.29亿,7.36%,11.16%,11.32%,1.2675,446.76,0.40,29.15,   ,7.95亿,9.83%,11.19,   ,8.41,-1.39,1.07,4.51,   ,475.91,26.74亿,4.99%,17.36%,   ,1.78,31.16%,69.00%
医药行业,东阿阿胶,2016-09-30,0.17,2.30,   ,12.26亿,8.51%,16.66%,15.91%,1.8745,456.08,0.59,37.57,   ,11.23亿,6.00%,11.78,   ,9.01,-1.10,1.05,5.55,   ,493.65,39.85亿,5.28%,14.25%,   ,2.30,30.89%,66.78%
医药行业,东阿阿胶,2016-12-31,0.19,1.30,   ,18.52亿,14.00%,24.10%,22.16%,2.8324,408.67,0.88,19.77,   ,17.39亿,16.17%,12.78,   ,9.97,0.96,1.06,5.09,   ,428.45,63.17亿,15.92%,15.71%,   ,1.30,29.37%,66.95%
医药行业,东阿阿胶,2017-03-31,0.24,1.11,   ,6.05亿,11.05%,6.98%,6.74%,0.9244,621.55,0.14,20.24,   ,5.85亿,12.01%,13.71,   ,10.90,0.22,1.06,4.12,   ,641.79,16.76亿,13.03%,19.48%,   ,1.11,36.10%,70.80%
医药行业,东阿阿胶,2017-06-30,0.34,1.01,   ,9.01亿,8.75%,10.60%,10.41%,1.3783,662.74,0.27,31.36,   ,8.39亿,5.57%,13.24,   ,10.45,-0.90,1.06,3.17,   ,694.10,29.34亿,9.72%,25.27%,   ,1.01,30.76%,66.13%
医药行业,东阿阿胶,2017-09-30,0.21,1.43,   ,12.47亿,1.69%,14.36%,13.84%,1.9060,607.42,0.44,27.77,   ,11.76亿,4.65%,13.77,   ,10.98,-0.67,1.06,4.57,   ,635.20,44.81亿,12.45%,17.22%,   ,1.43,27.88%,64.48%
医药行业,东阿阿胶,2017-12-31,0.25,1.16,   ,20.44亿,10.36%,22.46%,20.77%,3.1258,462.49,0.78,21.75,   ,19.61亿,12.73%,15.05,   ,12.20,2.69,1.06,3.95,   ,484.24,73.72亿,16.70%,20.24%,   ,1.16,27.73%,65.05%
医药行业,东阿阿胶,2018-03-31,0.22,1.60,   ,6.09亿,0.80%,6.00%,5.82%,0.9318,599.60,0.15,27.26,   ,5.97亿,2.02%,16.01,   ,13.13,-0.59,1.06,4.52,   ,626.86,16.96亿,1.17%,17.76%,   ,1.60,35.76%,67.11%
医药行业,东阿阿胶,2018-06-30,0.22,1.42,   ,8.62亿,-4.35%,8.64%,8.52%,1.3184,632.02,0.28,30.67,   ,7.80亿,-7.01%,15.48,   ,12.62,-1.35,1.06,4.34,   ,662.69,29.86亿,1.76%,18.12%,   ,1.42,28.94%,63.19%
医药行业,东阿阿胶,2018-09-30,0.17,2.29,   ,12.25亿,-1.73%,12.06%,11.70%,1.8731,652.33,0.41,29.75,   ,11.04亿,-6.09%,16.01,   ,13.17,-1.80,1.06,5.54,   ,682.08,43.84亿,-2.16%,14.16%,   ,2.29,27.95%,64.35%
医药行业,东阿阿胶,2018-12-31,0.22,1.86,   ,20.85亿,1.98%,19.72%,18.45%,3.1900,503.00,0.72,34.51,   ,19.15亿,-2.32%,17.28,   ,14.49,1.54,1.06,4.37,   ,537.52,73.38亿,-0.46%,18.32%,   ,1.86,28.43%,65.99%
医药行业,东阿阿胶,2019-03-31,0.16,3.82,   ,3.93亿,-35.48%,3.42%,3.36%,0.6012,709.22,0.13,85.08,   ,3.68亿,-38.36%,17.88,   ,15.11,-0.97,1.06,5.69,   ,794.30,12.92亿,-23.83%,14.11%,   ,3.82,30.19%,66.98%
医药行业,东阿阿胶,2019-06-30,0.23,2.69,   ,1.93亿,-77.62%,1.75%,1.80%,0.3537,733.50,0.25,117.69,   ,1.44亿,-81.55%,16.36,   ,13.81,-1.49,1.06,4.16,   ,851.19,18.90亿,-36.69%,18.79%,   ,2.69,10.17%,55.67%
医药行业,东阿阿胶,2019-09-30,0.17,3.36,   ,2.09亿,-82.95%,1.88%,1.97%,0.3203,710.53,0.38,151.47,   ,1.39亿,-87.38%,16.25,   ,13.83,-1.65,1.06,5.40,   ,862.00,28.30亿,-35.45%,14.15%,   ,3.36,7.33%,54.87%
医药行业,东阿阿胶,2019-12-31,0.16,2.45,   ,-4.55亿,-121.82%,-4.13%,-4.45%,-0.7000,800.53,0.45,131.73,   ,-5.37亿,-128.03%,15.25,   ,12.83,-1.71,1.06,5.21,   ,932.27,29.70亿,-59.68%,13.99%,   ,2.86,-15.05%,47.65%
医药行业,东阿阿胶,2020-03-31,0.13,3.06,   ,-8386.75万,-121.33%,-0.79%,-0.86%,-0.1291,"1,071.43",0.08,241.74,   ,-9380.95万,-125.48%,14.94,   ,12.70,0.33,1.06,6.23,   ,"1,313.17",4.38亿,-66.11%,11.54%,   ,3.32,-19.23%,33.63%
医药行业,东阿阿胶,2020-06-30,0.16,2.67,   ,-8402.00万,-143.54%,-0.79%,-0.87%,-0.1295,"1,039.26",0.17,197.43,   ,-1.05亿,-173.14%,14.71,   ,12.47,0.55,1.06,5.27,   ,"1,236.69",10.95亿,-42.06%,13.66%,   ,2.93,-7.78%,46.03%
医药行业,东阿阿胶,2020-09-30,0.13,2.60,   ,-2098.33万,-110.04%,-0.21%,-0.22%,-0.0325,812.76,0.33,126.53,   ,-5844.06万,-141.94%,14.77,   ,12.46,0.05,1.13,6.50,   ,939.30,20.41亿,-27.90%,11.23%,   ,3.89,-1.02%,47.23%
医药行业,东阿阿胶,2020-12-31,0.12,3.25,   ,4328.93万,109.52%,0.44%,0.44%,0.0700,703.81,0.51,91.44,   ,-3946.21万,92.65%,14.88,   ,12.57,1.22,1.13,7.46,   ,795.25,34.09亿,14.79%,10.71%,   ,4.99,1.20%,55.00%
医药行业,东阿阿胶,2021-03-31,0.14,3.78,   ,6164.90万,173.51%,0.63%,0.63%,0.0956,688.60,0.13,56.12,   ,4465.63万,147.60%,14.97,   ,12.66,1.69,1.13,6.79,   ,744.72,7.33亿,67.56%,12.13%,   ,4.79,8.38%,57.62%
医药行业,东阿阿胶,2021-06-30,0.16,3.95,   ,1.50亿,278.10%,1.53%,1.55%,0.2320,594.06,0.30,47.33,   ,1.08亿,202.59%,14.81,   ,12.49,3.11,1.13,5.92,   ,641.39,16.87亿,54.01%,13.77%,   ,4.40,8.87%,59.52%
医药行业,东阿阿胶,2021-09-30,0.18,3.44,   ,3.01亿,1535.77%,3.03%,3.06%,0.4671,541.84,0.50,35.18,   ,2.35亿,501.86%,15.04,   ,12.72,3.64,1.13,5.31,   ,577.02,28.26亿,38.49%,15.29%,   ,4.18,10.70%,62.66%
医药行业,东阿阿胶,2021-12-31,0.16,4.24,   ,4.40亿,917.43%,4.46%,4.42%,0.6800,511.58,0.70,37.17,   ,3.52亿,992.97%,15.25,   ,12.94,4.28,1.13,6.02,   ,548.75,38.49亿,12.89%,14.04%,   ,4.84,11.40%,62.30%
医药行业,东阿阿胶,2022-03-31,0.17,4.46,   ,1.15亿,86.01%,1.15%,1.14%,0.1781,468.02,0.19,38.16,   ,9151.46万,104.93%,15.42,   ,13.11,0.68,1.13,5.93,   ,506.18,8.90亿,21.40%,14.30%,   ,4.89,12.88%,66.15%
医药行业,东阿阿胶,2022-06-30,0.23,3.47,   ,3.08亿,106.00%,3.11%,3.13%,0.4787,444.01,0.41,43.25,   ,2.67亿,147.14%,15.07,   ,12.76,1.08,1.13,4.48,   ,487.25,18.26亿,8.25%,18.43%,   ,3.76,16.87%,66.19%
医药行业,东阿阿胶,2022-09-30,0.24,3.25,   ,5.13亿,70.24%,5.12%,5.10%,0.7965,393.99,0.69,35.79,   ,4.52亿,92.59%,15.39,   ,13.08,1.97,1.13,4.31,   ,429.77,30.46亿,7.81%,19.18%,   ,3.74,16.82%,67.55%
医药行业,东阿阿胶,2022-12-31,0.22,3.72,   ,7.80亿,77.10%,7.68%,7.55%,1.2100,405.22,0.89,31.60,   ,7.00亿,98.60%,15.79,   ,13.48,3.28,1.13,4.66,   ,436.83,40.42亿,5.01%,18.06%,   ,4.06,19.28%,68.30%
医药行业,东阿阿胶,2023-03-31,0.23,3.79,   ,2.30亿,100.86%,2.21%,2.18%,0.3577,360.58,0.25,33.66,   ,2.12亿,131.99%,16.15,   ,13.83,1.04,1.13,4.58,   ,394.23,10.69亿,20.06%,18.47%,   ,4.00,21.56%,70.78%
医药行业,东阿阿胶,2023-06-30,0.21,3.98,   ,5.31亿,72.29%,5.07%,5.26%,0.8247,344.63,0.52,37.76,   ,4.90亿,83.58%,15.69,   ,13.34,1.17,0.62,4.80,   ,382.39,21.67亿,18.69%,17.46%,   ,4.17,24.54%,70.34%
医药行业,东阿阿胶,2023-09-30,0.27,3.16,   ,7.84亿,52.79%,7.55%,7.57%,1.2169,317.95,0.85,28.30,   ,7.00亿,54.86%,16.08,   ,13.73,2.00,0.62,3.95,   ,346.24,34.28亿,12.53%,21.31%,   ,3.51,22.90%,70.94%
医药行业,中关村,2014-12-31,2.90,0.41,   ,1375.09万,106.98%,2.31%,2.19%,0.0204,147.86,2.43,114.10,   ,-4999.83万,76.01%,0.93,   ,-1.62,-0.58,1.41,1.05,   ,261.96,30.34亿,-15.84%,72.47%,   ,0.41,0.45%,16.78%
医药行业,中关村,2015-03-31,2.88,0.35,   ,-1927.21万,24.69%,-3.10%,-3.13%,-0.0286,"1,468.19",0.06,234.62,   ,-1952.10万,25.60%,0.91,   ,-1.65,0.09,1.42,1.02,   ,"1,702.81",1.36亿,-76.28%,71.89%,   ,0.35,-15.31%,53.09%
医药行业,中关村,2015-06-30,2.02,0.38,   ,1.50亿,453.82%,21.28%,19.23%,0.2218,832.95,0.22,180.98,   ,-4186.16万,13.49%,1.15,   ,-1.40,-0.06,1.41,1.09,   ,"1,013.93",3.99亿,-64.36%,64.57%,   ,0.38,37.36%,44.34%
医药行业,中关村,2015-09-30,2.03,0.42,   ,1.63亿,651.34%,22.99%,20.62%,0.2418,708.29,0.38,169.85,   ,-3994.97万,7.32%,1.17,   ,-1.38,-0.04,1.41,1.10,   ,878.14,6.84亿,-62.57%,65.10%,   ,0.42,23.82%,43.87%
医药行业,中关村,2015-12-31,2.40,0.54,   ,1.52亿,1008.22%,21.48%,19.27%,0.2258,586.22,0.61,154.00,   ,-5226.65万,-4.54%,1.17,   ,-1.38,-0.02,1.41,1.10,   ,740.22,10.78亿,-64.47%,68.87%,   ,0.54,14.33%,42.66%
医药行业,中关村,2016-03-31,2.80,0.46,   ,-1590.21万,17.49%,-2.03%,-2.05%,-0.0236,633.80,0.14,180.43,   ,-1675.76万,14.16%,1.15,   ,-1.40,-0.09,1.41,1.02,   ,814.24,2.60亿,91.94%,71.51%,   ,0.46,-5.64%,46.17%
医药行业,中关村,2016-06-30,2.50,0.56,   ,-1349.18万,-109.02%,-1.66%,-1.62%,-0.0200,448.77,0.40,154.40,   ,-3192.20万,23.74%,1.23,   ,-1.40,-0.17,1.49,1.17,   ,603.17,6.69亿,67.62%,67.08%,   ,0.56,-1.05%,41.65%
医药行业,中关村,2016-09-30,2.37,0.58,   ,564.37万,-96.54%,0.69%,0.66%,0.0084,436.82,0.62,155.78,   ,-1284.78万,67.84%,1.26,   ,-1.37,-0.19,1.49,1.18,   ,592.60,10.27亿,50.12%,66.07%,   ,0.58,1.71%,43.12%
医药行业,中关村,2016-12-31,2.36,0.64,   ,2735.81万,-82.05%,3.27%,3.10%,0.0405,420.56,0.86,148.20,   ,377.20万,107.22%,1.31,   ,-1.34,-0.05,1.50,1.19,   ,568.76,14.79亿,37.16%,66.10%,   ,0.64,3.05%,46.31%
医药行业,中关村,2017-03-31,1.05,1.06,   ,-3139.70万,-97.44%,-2.58%,-2.03%,-0.0417,649.82,0.14,230.53,   ,-3248.49万,-93.85%,2.06,   ,-1.24,0.0100,2.17,1.79,   ,880.35,2.52亿,-3.23%,48.39%,   ,1.06,-11.70%,52.37%
医药行业,中关村,2017-06-30,1.12,1.04,   ,-6502.61万,-381.97%,-5.42%,-4.29%,-0.0871,451.92,0.40,195.23,   ,-7102.75万,-122.50%,2.01,   ,-1.28,0.06,2.17,1.72,   ,647.15,6.36亿,-4.96%,49.93%,   ,1.04,-9.15%,46.50%
医药行业,中关村,2017-09-30,1.03,1.05,   ,-2930.70万,-619.29%,-2.41%,-1.89%,-0.0394,383.58,0.70,173.40,   ,-3710.61万,-188.81%,2.06,   ,-1.24,0.09,2.17,1.79,   ,556.98,11.22亿,9.24%,47.72%,   ,1.05,-1.08%,46.93%
医药行业,中关村,2017-12-31,1.17,0.99,   ,1426.16万,-47.87%,1.15%,0.90%,0.0191,324.82,1.11,165.05,   ,551.94万,46.33%,2.12,   ,-1.18,0.21,2.17,1.55,   ,489.87,17.40亿,17.73%,50.93%,   ,0.99,2.50%,47.62%
医药行业,中关村,2018-03-31,1.03,0.99,   ,805.82万,125.67%,0.50%,0.50%,0.0107,521.44,0.17,237.34,   ,188.50万,105.80%,2.13,   ,-1.17,0.0097,2.17,1.66,   ,758.78,3.39亿,34.65%,47.66%,   ,0.99,3.85%,60.91%
医药行业,中关村,2018-06-30,1.06,0.99,   ,4453.93万,168.49%,2.76%,2.72%,0.0591,425.93,0.42,224.22,   ,2573.82万,136.24%,2.17,   ,-1.12,0.04,2.17,1.61,   ,650.15,7.59亿,19.34%,48.45%,   ,0.99,7.95%,56.76%
医药行业,中关村,2018-09-30,0.96,1.22,   ,9825.66万,435.27%,5.98%,5.81%,0.1305,311.17,0.87,220.26,   ,7647.08万,306.09%,2.25,   ,-1.05,0.24,2.17,1.70,   ,531.43,12.28亿,9.38%,46.03%,   ,1.22,9.87%,54.79%
医药行业,中关村,2018-12-31,0.97,1.19,   ,9314.02万,553.08%,5.67%,5.51%,0.1237,280.94,1.28,200.07,   ,-1011.28万,-283.22%,2.24,   ,-1.06,0.27,2.17,1.65,   ,481.01,17.74亿,1.93%,46.33%,   ,1.19,6.82%,53.44%
医药行业,中关村,2019-03-31,0.93,1.21,   ,1393.82万,72.97%,0.82%,0.82%,0.0185,244.37,0.37,208.38,   ,1113.30万,490.61%,2.26,   ,-1.04,0.06,2.17,1.71,   ,452.75,4.47亿,31.79%,45.25%,   ,1.21,4.94%,56.76%
医药行业,中关村,2019-06-30,1.07,1.02,   ,6361.44万,42.83%,3.82%,3.88%,0.0845,201.61,0.89,187.64,   ,3385.13万,31.52%,2.18,   ,-1.04,0.12,2.09,1.52,   ,389.25,10.30亿,35.83%,49.13%,   ,1.02,7.97%,54.59%
医药行业,中关村,2019-09-30,1.07,1.10,   ,1.02亿,3.58%,6.05%,6.07%,0.1351,189.97,1.42,191.16,   ,7103.67万,-7.11%,2.23,   ,-0.99,0.09,2.09,1.63,   ,381.13,15.49亿,26.17%,49.20%,   ,1.10,8.24%,52.07%
医药行业,中关村,2019-12-31,1.03,1.02,   ,9521.81万,2.23%,5.67%,5.70%,0.1264,188.88,1.91,183.59,   ,6360.41万,728.95%,2.22,   ,-0.94,0.22,2.09,1.53,   ,372.47,21.35亿,20.39%,48.16%,   ,1.08,5.91%,54.42%
医药行业,中关村,2020-03-31,0.95,0.94,   ,-1728.72万,-224.03%,-1.04%,-1.05%,-0.0230,344.04,0.26,282.57,   ,-1806.31万,-262.25%,2.20,   ,-0.97,-0.03,2.09,1.62,   ,626.61,3.27亿,-26.70%,46.10%,   ,1.07,-3.79%,60.15%
医药行业,中关村,2020-06-30,0.90,1.02,   ,1212.17万,-80.94%,0.72%,0.72%,0.0161,278.77,0.65,248.93,   ,813.31万,-75.97%,2.24,   ,-0.93,0.15,2.09,1.65,   ,527.70,7.65亿,-25.75%,44.47%,   ,1.07,3.34%,57.54%
医药行业,中关村,2020-09-30,0.94,1.02,   ,2247.31万,-77.92%,1.34%,1.33%,0.0298,247.93,1.09,230.73,   ,1740.59万,-75.50%,2.25,   ,-0.91,0.11,2.09,1.61,   ,478.66,12.44亿,-19.68%,45.75%,   ,1.11,3.49%,56.69%
医药行业,中关村,2020-12-31,0.91,0.94,   ,2543.38万,-73.29%,1.51%,1.50%,0.0338,223.56,1.61,213.56,   ,1499.56万,-76.42%,2.26,   ,-0.91,0.27,2.09,1.47,   ,437.12,17.90亿,-16.18%,44.70%,   ,1.03,3.10%,56.07%
医药行业,中关村,2021-03-31,0.87,0.89,   ,-661.66万,61.73%,-0.39%,-0.39%,-0.0088,238.47,0.38,203.30,   ,-911.67万,49.53%,2.25,   ,-0.92,0.04,2.09,1.46,   ,441.77,4.18亿,27.73%,43.30%,   ,0.99,-0.12%,57.92%
医药行业,中关村,2021-06-30,0.84,0.94,   ,1524.19万,25.74%,0.89%,0.89%,0.0202,188.66,0.95,184.94,   ,1090.49万,34.08%,2.28,   ,-0.89,0.07,2.09,1.52,   ,373.60,9.52亿,24.40%,42.41%,   ,1.03,3.35%,53.51%
医药行业,中关村,2021-09-30,0.89,0.90,   ,-4995.60万,-322.29%,-2.98%,-3.03%,-0.0663,182.99,1.48,181.93,   ,-5537.30万,-418.13%,2.19,   ,-0.98,0.18,2.09,1.44,   ,364.92,14.61亿,17.44%,43.84%,   ,0.96,-2.24%,53.62%
医药行业,中关村,2021-12-31,1.19,0.81,   ,-1.14亿,-547.94%,-6.94%,-7.19%,-0.1513,134.41,2.68,177.10,   ,-1.20亿,-902.91%,2.11,   ,-1.06,0.35,2.09,1.12,   ,311.50,19.56亿,9.29%,50.95%,   ,0.86,-5.12%,51.53%
医药行业,中关村,2022-03-31,1.20,0.82,   ,-651.50万,1.53%,-0.41%,-0.41%,-0.0087,93.24,0.97,159.97,   ,-816.57万,10.43%,2.10,   ,-1.07,-0.12,2.09,1.23,   ,253.21,4.88亿,16.71%,51.07%,   ,0.93,-0.75%,57.65%
医药行业,中关村,2022-06-30,1.16,0.80,   ,376.80万,-75.28%,0.24%,0.24%,0.0050,93.65,1.92,157.74,   ,43.28万,-96.03%,2.11,   ,-1.06,-0.11,2.09,1.21,   ,251.39,10.14亿,6.55%,50.30%,   ,0.91,1.08%,56.70%
医药行业,中关村,2022-09-30,1.14,0.87,   ,1316.12万,126.35%,0.83%,0.82%,0.0175,99.83,2.70,161.30,   ,916.64万,116.55%,2.12,   ,-1.04,0.02,2.09,1.24,   ,261.13,15.39亿,5.32%,49.63%,   ,0.93,1.83%,58.72%
医药行业,中关村,2022-12-31,1.26,0.78,   ,-4285.24万,62.39%,-2.76%,-2.89%,-0.0569,98.20,3.67,156.70,   ,-5020.48万,58.30%,1.97,   ,-1.20,0.24,2.09,1.12,   ,254.90,20.60亿,5.34%,52.80%,   ,0.82,-1.47%,57.61%
医药行业,中关村,2023-03-31,1.19,0.76,   ,946.56万,245.29%,0.64%,0.63%,0.0126,89.43,1.01,127.21,   ,671.83万,182.28%,1.98,   ,-1.19,0.08,2.09,1.15,   ,216.64,5.88亿,20.53%,51.39%,   ,0.83,2.28%,56.82%
医药行业,中关村,2023-06-30,1.27,0.83,   ,2576.15万,583.69%,1.72%,1.71%,0.0342,103.73,1.74,140.98,   ,1922.08万,4340.67%,2.00,   ,-1.16,0.18,2.09,1.16,   ,244.71,11.42亿,12.67%,52.91%,   ,0.86,3.11%,61.63%
医药行业,中关村,2023-09-30,1.30,0.83,   ,4137.55万,214.38%,2.75%,2.72%,0.0549,105.48,2.56,142.35,   ,3337.97万,264.15%,2.02,   ,-1.14,0.20,2.09,1.21,   ,247.83,16.79亿,9.11%,53.40%,   ,0.89,3.21%,59.70%
医药行业,丰原药业,2014-12-31,0.98,0.70,   ,4099.09万,49.89%,3.75%,3.68%,0.1313,67.19,5.36,76.55,   ,3254.24万,89.45%,3.56,   ,0.70,0.03,1.57,1.01,   ,143.75,16.99亿,11.05%,48.74%,   ,0.70,2.42%,26.50%
医药行业,丰原药业,2015-03-31,0.98,0.66,   ,651.98万,61.64%,0.54%,0.53%,0.0209,80.74,1.11,96.75,   ,358.03万,42.34%,3.58,   ,0.72,0.05,1.57,0.95,   ,177.49,3.96亿,-2.27%,48.76%,   ,0.66,1.51%,26.73%
医药行业,丰原药业,2015-06-30,0.92,0.64,   ,2035.91万,8.64%,1.65%,1.63%,0.0652,79.01,2.28,95.64,   ,1361.34万,-4.22%,3.67,   ,0.76,0.06,1.57,0.94,   ,174.65,7.88亿,-7.89%,47.13%,   ,0.64,2.38%,26.51%
医药行业,丰原药业,2015-09-30,0.97,0.68,   ,3485.40万,-2.67%,2.86%,2.82%,0.1117,80.36,3.36,95.82,   ,2503.62万,-19.04%,3.67,   ,0.80,0.13,1.57,0.99,   ,176.17,11.89亿,-6.97%,48.47%,   ,0.68,2.73%,26.49%
